record_id,company_id,company_name,period_end,period_type,scenario,metric_group,metric_code,metric_name,value_numeric,value_display,unit,currency,status,source_file_or_url,source_reference,source_url,is_actual,is_proxy,notes
RU8604005359_COMPANY_OKVED_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,COMPANY_OKVED,Основной ОКВЭД,,"51.21.2 - перевозка воздушным грузовым транспортом, не подчиняющимся расписанию",текст,RUB,подтверждено,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_SITE_RISK_PERCENT_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,SITE_RISK_PERCENT,Риск по 1cont,,50,%,RUB,подтверждено по приложенному скриншоту 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_SITE_RISK_TEXT_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,SITE_RISK_TEXT,Текстовый статус риска,,"Итоговый риск 50%; карта риска содержит риски залога, судов, договорных споров и отсутствия налоговых данных; также отмечены длительный срок работы, госконтракты и филиал",текст,RUB,подтверждено по приложенному скриншоту 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_TAX_RISKS_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,TAX_RISKS,Налоговые проблемы,,"Долги по налогам: нет по карточке 1cont за 2026 год. Сведения о налоговых платежах за 2025 год и об отсутствии налоговой задолженности раскрыты не полностью, требуется запрос у компании",текст,RUB,подтверждено частично по 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_COURT_RISKS_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,COURT_RISKS,Судебные проблемы,,"За последний год компания указана ответчиком в 20 делах; общая сумма исков 162,5 млн руб. Отмечен высокий риск судов и договорные споры",текст,RUB,подтверждено по приложенному скриншоту 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_COUNTERPARTY_LINKS_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,COUNTERPARTY_LINKS,Контрагенты и связи,,Ранее заключались госконтракты; компания не состоит в реестре недобросовестных поставщиков. Есть 1 филиал. Руководитель связан только с этой компанией по данным карточки,текст,RUB,подтверждено по приложенному скриншоту 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_BANKRUPTCY_RISK_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,BANKRUPTCY_RISK,Признаки банкротства,,В приложенных материалах отдельный признак банкротства не указан; требуется отдельная проверка реестров,текст,RUB,требует отдельной проверки,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_SANCTIONS_115FZ_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,SANCTIONS_115FZ,115-ФЗ / блокировки счетов,,Блокировок счетов ФНС нет на 13.09.2026. Риск подозрительных операций ЦБ РФ: низкий на 03.03.2026,текст,RUB,подтверждено по приложенному скриншоту 1cont,https://fd.1cont.ru/contragent/1028601257783/main/scoring,видимая часть страницы scoring,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,"числовое значение отсутствует, причина указана в статусе"
RU8604005359_COMPANY_AGE_YEARS_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,COMPANY_AGE_YEARS,Возраст компании,30,30,лет,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_BRANCH_COUNT_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,BRANCH_COUNT,Количество филиалов,1,"1,00",ед.,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_GOV_CONTRACTS_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,GOV_CONTRACTS_FLAG,Есть заключённые госконтракты,1,"1,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_PERSONAL_DATA_REGISTER_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,PERSONAL_DATA_REGISTER_FLAG,Есть в реестре операторов персональных данных,1,"1,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_MSP_REGISTER_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,MSP_REGISTER_FLAG,В реестре МСП,0,"0,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_DISQUALIFICATION_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,DISQUALIFICATION_FLAG,Дисквалификация,0,"0,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_MASS_MANAGER_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,MASS_MANAGER_FLAG,Массовый руководитель,0,"0,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_MASS_FOUNDER_FLAG_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,MASS_FOUNDER_FLAG,Массовый учредитель,0,"0,00",флаг,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
RU8604005359_ACCOUNT_BLOCKS_COUNT_NA,RU8604005359,АО «ЮТЭЙР-Вертолетные услуги»,2026-09-12,срез,actual,Идентификация и риски,ACCOUNT_BLOCKS_COUNT,Заблокированные счета ФНС,0,"0,00",ед.,RUB,подтверждено,ютейр риски 2.pdf; Ютейр риски 1.pdf; Ютейр риски.pdf; Ютейр счета.pdf,страница/график из приложенного PDF,https://fd.1cont.ru/contragent/1028601257783/main/scoring,да,нет,
